geo_id,state_code,county_code,county_name,cbp_small_biz_count,crunchbase_count,state_abbv,2013_pop_est,land_area_sqmile,pop_density
0500000US48133,48,133,Eastland County,471,0,TX,18245,926.491,19.69258201
0500000US26045,26,45,Eaton County,2028,1,MI,108348,575.175,188.3739731
0500000US55035,55,35,Eau Claire County,2661,5,WI,101438,637.983,158.997967
0500000US13101,13,101,Echols County,23,0,GA,4057,414.894,9.77840123
0500000US48135,48,135,Ector County,3576,1,TX,149378,897.687,166.4032118
0500000US35015,35,15,Eddy County,1333,0,NM,55471,4175.726,13.28415705
0500000US38027,38,27,Eddy County,78,0,ND,2404,630.171,3.81483756
0500000US17045,17,45,Edgar County,345,0,IL,17960,623.374,28.81095458
0500000US37065,37,65,Edgecombe County,746,5,NC,55574,505.336,109.9743537
0500000US45037,45,37,Edgefield County,311,0,SC,26436,500.406,52.82910277
0500000US21061,21,61,Edmonson County,127,0,KY,12062,302.883,39.82395843
0500000US46045,46,45,Edmunds County,129,0,SD,4041,1125.956,3.58895019
0500000US48137,48,137,Edwards County,37,0,TX,1884,2117.858,0.889578055
0500000US20047,20,47,Edwards County,96,0,KS,2945,621.894,4.735533708
0500000US17047,17,47,Edwards County,144,0,IL,6672,222.416,29.99784188
0500000US17049,17,49,Effingham County,1182,1,IL,34307,478.777,71.65548888
0500000US13103,13,103,Effingham County,672,0,GA,54456,477.7,113.9962319
0500000US06017,6,17,El Dorado County,4229,12,CA,181737,1707.883,106.410685
0500000US08041,8,41,El Paso County,15974,62,CO,655044,2126.801,307.9949652
0500000US48141,48,141,El Paso County,13777,6,TX,827718,1012.693,817.3434595
0500000US08039,8,39,Elbert County,564,0,CO,23733,1850.847,12.8227779
0500000US13105,13,105,Elbert County,422,0,GA,19599,351.055,55.82885873
0500000US42047,42,47,Elk County,880,0,PA,31479,827.358,38.04761663
0500000US20049,20,49,Elk County,72,0,KS,2655,644.265,4.120975065
0500000US18039,18,39,Elkhart County,4832,5,IN,200563,463.17,433.0224324
0500000US32007,32,7,Elko County,1092,1,NV,52384,17169.834,3.050932234
0500000US21063,21,63,Elliott County,43,0,KY,7637,234.315,32.59287711
0500000US40045,40,45,Ellis County,103,0,OK,4170,1231.515,3.386073251
0500000US48139,48,139,Ellis County,2609,7,TX,155976,935.487,166.7324078
0500000US20051,20,51,Ellis County,1139,0,KS,29061,899.912,32.29315755
0500000US20053,20,53,Ellsworth County,163,0,KS,6398,715.847,8.937664054
0500000US16039,16,39,Elmore County,431,0,ID,26170,3074.738,8.511294296
0500000US01051,1,51,Elmore County,1134,1,AL,80902,618.485,130.8067293
0500000US13107,13,107,Emanuel County,384,0,GA,22867,680.604,33.59809816
0500000US49015,49,15,Emery County,187,0,UT,10749,4462.314,2.408839898
0500000US26047,26,47,Emmet County,1467,5,MI,33140,467.494,70.88861034
0500000US19063,19,63,Emmet County,317,0,IA,9996,395.883,25.24988444
0500000US38029,38,29,Emmons County,123,1,ND,3486,1510.435,2.3079444
0500000US51595,51,595,Emporia city,236,0,VA,5588,6.894,810.5599072
0500000US48143,48,143,Erath County,914,0,TX,39658,1083.071,36.61625138
0500000US36029,36,29,Erie County,22465,97,NY,919866,1042.693,882.2021439
0500000US42049,42,49,Erie County,6218,7,PA,280294,799.154,350.7384059
0500000US39043,39,43,Erie County,1854,0,OH,76048,251.558,302.3080164
0500000US01053,1,53,Escambia County,722,0,AL,37983,945.08,40.19024844
0500000US12033,12,33,Escambia County,6572,13,FL,305817,656.461,465.857073
0500000US32009,32,9,Esmeralda County,14,0,NV,832,3581.876,0.232280514
0500000US36031,36,31,Essex County,1160,2,NY,38762,1794.228,21.60372037
0500000US50009,50,9,Essex County,116,0,VT,6211,663.598,9.359582157
0500000US25009,25,9,Essex County,18241,222,MA,762550,492.563,1548.126839
0500000US51057,51,57,Essex County,297,0,VA,11229,257.123,43.67170576
0500000US34013,34,13,Essex County,18722,123,NJ,789565,126.212,6255.863151
0500000US21065,21,65,Estill County,182,0,KY,14488,253.078,57.24717281
0500000US01055,1,55,Etowah County,2003,0,AL,103931,534.991,194.2668194
0500000US32011,32,11,Eureka County,44,0,NV,2076,4175.684,0.497164057
0500000US22039,22,39,Evangeline Parish,514,0,LA,33578,662.378,50.69310877
0500000US13109,13,109,Evans County,211,0,GA,10833,182.853,59.244311
0500000US02090,2,90,Fairbanks North Star Borough,2468,3,AK,100436,7338.209,13.68671838
0500000US51600,51,600,Fairfax city,2205,0,VA,23973,6.239,3842.442699
0500000US51059,51,59,Fairfax County,29440,550,VA,1130924,390.969,2892.618085
0500000US45039,45,39,Fairfield County,289,0,SC,23109,686.277,33.6729921
0500000US09001,9,1,Fairfield County,26916,308,CT,939904,624.89,1504.111124
0500000US39045,39,45,Fairfield County,2568,5,OH,148867,504.411,295.13036
0500000US46047,46,47,Fall River County,204,0,SD,6839,1739.915,3.930651785
0500000US30025,30,25,Fallon County,159,1,MT,3079,1620.772,1.899711989
0500000US51610,51,610,Falls Church city,865,13,VA,13508,1.999,6757.378689
0500000US48145,48,145,Falls County,223,0,TX,17493,765.483,22.85223839
0500000US48147,48,147,Fannin County,454,0,TX,33659,890.837,37.78356759
0500000US13111,13,111,Fannin County,553,0,GA,23760,386.723,61.43932479
0500000US27043,27,43,Faribault County,431,0,MN,14191,712.476,19.9178639
0500000US46049,46,49,Faulk County,72,0,SD,2386,981.75,2.43035396
0500000US05045,5,45,Faulkner County,2434,8,AR,119580,647.884,184.5700774
0500000US51061,51,61,Fauquier County,1808,3,VA,67207,647.449,103.8027706
0500000US48149,48,149,Fayette County,734,0,TX,24821,950.008,26.1271484
0500000US42051,42,51,Fayette County,2674,0,PA,134999,790.339,170.8115125
0500000US19065,19,65,Fayette County,552,1,IA,20502,730.811,28.05376493
0500000US17051,17,51,Fayette County,479,0,IL,22060,716.482,30.78932897
0500000US47047,47,47,Fayette County,588,1,TN,38690,704.786,54.89609612
0500000US54019,54,19,Fayette County,777,0,WV,45599,661.55,68.92751871
0500000US01057,1,57,Fayette County,306,0,AL,16909,627.66,26.93974445
0500000US39047,39,47,Fayette County,580,0,OH,28800,406.357,70.87364067
0500000US21067,21,67,Fayette County,8427,69,KY,308428,283.649,1087.357967
0500000US18041,18,41,Fayette County,435,0,IN,23861,215.014,110.9741691
0500000US13113,13,113,Fayette County,3179,3,GA,108365,194.342,557.5994896
0500000US47049,47,49,Fentress County,238,0,TN,17909,498.612,35.91770756
0500000US30027,30,27,Fergus County,433,0,MT,11501,4339.803,2.650120293
0500000US53019,53,19,Ferry County,133,0,WA,7646,2203.159,3.470471264
0500000US27045,27,45,Fillmore County,604,0,MN,20835,861.3,24.19017764
0500000US31059,31,59,Fillmore County,222,0,NE,5698,575.371,9.903175516
0500000US20055,20,55,Finney County,975,0,KS,37098,1301.967,28.49380975
0500000US48151,48,151,Fisher County,70,0,TX,3856,898.941,4.289491746
0500000US12035,12,35,Flagler County,1860,3,FL,99956,485.461,205.899135
0500000US30029,30,29,Flathead County,3870,7,MT,93068,5087.66,18.29288907
0500000US21069,21,69,Fleming County,249,0,KY,14508,348.542,41.6248257
0500000US45041,45,41,Florence County,3039,4,SC,138326,799.964,172.9152812
0500000US55037,55,37,Florence County,103,0,WI,4520,488.195,9.258595438
0500000US48153,48,153,Floyd County,157,0,TX,6230,992.143,6.279336749
0500000US13115,13,115,Floyd County,1945,1,GA,95821,509.911,187.9171071
0500000US19067,19,67,Floyd County,414,0,IA,16092,500.632,32.14337078
0500000US21071,21,71,Floyd County,823,0,KY,38728,393.345,98.45809658
0500000US51063,51,63,Floyd County,307,0,VA,15528,380.42,40.81804322
0500000US18043,18,43,Floyd County,1773,8,IN,76244,147.935,515.3885152
0500000US51065,51,65,Fluvanna County,386,0,VA,25977,286.005,90.82708344
0500000US48155,48,155,Foard County,27,0,TX,1277,704.397,1.812898124
0500000US55039,55,39,Fond du Lac County,2359,1,WI,101798,719.553,141.4739429
0500000US20057,20,57,Ford County,772,0,KS,34819,1098.271,31.70346845
0500000US17053,17,53,Ford County,374,0,IL,13832,485.616,28.48341076
0500000US55041,55,41,Forest County,254,0,WI,9126,1014.067,8.999405365
0500000US42053,42,53,Forest County,101,0,PA,7631,427.185,17.86345494
0500000US28035,28,35,Forrest County,1848,5,MS,77059,466.314,165.2513113
0500000US37067,37,67,Forsyth County,8211,25,NC,361220,408.148,885.0220998
0500000US13117,13,117,Forsyth County,5505,4,GA,195405,224.021,872.2619754
0500000US48157,48,157,Fort Bend County,10779,34,TX,652365,861.481,757.2598815
0500000US38031,38,31,Foster County,140,0,ND,3366,635.453,5.297008591
0500000US18045,18,45,Fountain County,320,0,IN,16880,395.656,42.6633237
0500000US51620,51,620,Franklin city,289,0,VA,8638,8.206,1052.644407
0500000US23007,23,7,Franklin County,818,0,ME,30495,1696.609,17.97408831
0500000US36033,36,33,Franklin County,989,0,NY,51688,1629.119,31.72757791
0500000US53021,53,21,Franklin County,1404,1,WA,86638,1242.171,69.74724092
0500000US29071,29,71,Franklin County,2596,0,MO,101816,922.681,110.3479968
0500000US42055,42,55,Franklin County,3013,1,PA,152085,772.224,196.9441509
0500000US25011,25,11,Franklin County,1582,1,MA,71221,699.319,101.8433648
0500000US51067,51,67,Franklin County,1159,0,VA,56335,690.426,81.59455177
0500000US16041,16,41,Franklin County,281,0,ID,12854,663.645,19.36878904
0500000US01059,1,59,Franklin County,508,0,AL,31532,633.821,49.74906164
0500000US50011,50,11,Franklin County,1019,0,VT,48294,633.706,76.20884132
0500000US05047,5,47,Franklin County,278,0,AR,18034,608.857,29.61943445
0500000US19069,19,69,Franklin County,334,0,IA,10548,581.972,18.12458331
0500000US31061,31,61,Franklin County,74,0,NE,3085,575.816,5.357614238
0500000US20059,20,59,Franklin County,571,1,KS,25740,571.756,45.019204
0500000US28037,28,37,Franklin County,117,0,MS,7931,563.779,14.06756903
0500000US47051,47,51,Franklin County,659,0,TN,41129,554.542,74.16751121
0500000US12037,12,37,Franklin County,304,0,FL,11598,534.725,21.68965356
0500000US39049,39,49,Franklin County,26982,212,OH,1212263,532.188,2277.884883
0500000US37069,37,69,Franklin County,925,0,NC,62260,491.682,126.6265594
0500000US17055,17,55,Franklin County,763,0,IL,39202,408.889,95.87443047
0500000US18047,18,47,Franklin County,408,0,IN,22951,384.43,59.70137606
0500000US48159,48,159,Franklin County,166,0,TX,10660,284.391,37.48360532
0500000US13119,13,119,Franklin County,414,0,GA,22009,261.497,84.16540152
0500000US21073,21,73,Franklin County,1153,2,KY,49648,207.747,238.9829937
0500000US22041,22,41,Franklin Parish,384,0,LA,20571,624.585,32.93546915
0500000US24021,24,21,Frederick County,5945,36,MD,241409,660.221,365.6487752
0500000US51069,51,69,Frederick County,1441,2,VA,81319,413.496,196.6621201
0500000US51630,51,630,Fredericksburg city,1311,5,VA,28132,10.44,2694.636015
0500000US27047,27,47,Freeborn County,805,0,MN,30948,707.087,43.76830574
0500000US48161,48,161,Freestone County,349,0,TX,19646,877.739,22.38250778
0500000US56013,56,13,Fremont County,1367,1,WY,40998,9183.814,4.464158355
0500000US16043,16,43,Fremont County,272,1,ID,12927,1863.525,6.936853544
0500000US08043,8,43,Fremont County,821,0,CO,46451,1533.068,30.29937354
0500000US19071,19,71,Fremont County,187,1,IA,7080,511.15,13.85112002
0500000US06019,6,19,Fresno County,15938,21,CA,955272,5957.991,160.3345826
0500000US48163,48,163,Frio County,314,0,TX,18065,1133.5,15.93736215
0500000US31063,31,63,Frontier County,71,0,NE,2709,974.592,2.779624704
0500000US17057,17,57,Fulton County,661,0,IL,36346,865.595,41.98961408
0500000US05049,5,49,Fulton County,162,0,AR,12304,618.194,19.9031372
0500000US13121,13,121,Fulton County,33715,1014,GA,984293,526.635,1869.023137
0500000US36035,36,35,Fulton County,1180,0,NY,54586,495.469,110.1703638
0500000US42057,42,57,Fulton County,273,0,PA,14670,437.551,33.52752022
0500000US39051,39,51,Fulton County,936,0,OH,42488,405.443,104.7940154
0500000US18049,18,49,Fulton County,473,0,IN,20449,368.388,55.50940856
0500000US21075,21,75,Fulton County,129,0,KY,6385,205.504,31.06995484
0500000US31065,31,65,Furnas County,169,0,NE,4865,719.132,6.765100149
0500000US12039,12,39,Gadsden County,639,0,FL,46194,516.332,89.46569262
0500000US31067,31,67,Gage County,672,5,NE,21864,851.491,25.67731192
0500000US48165,48,165,Gaines County,391,8,TX,18921,1502.375,12.59405941
0500000US51640,51,640,Galax city,299,0,VA,7035,8.24,853.7621359
0500000US30031,30,31,Gallatin County,4960,33,MT,94720,2602.689,36.39313034
0500000US17059,17,59,Gallatin County,102,0,IL,5415,323.071,16.76102157
0500000US21077,21,77,Gallatin County,87,1,KY,8474,101.234,83.70705494
0500000US39053,39,53,Gallia County,554,0,OH,30621,466.53,65.63565044
0500000US48167,48,167,Galveston County,5366,26,TX,306782,378.358,810.8246687
0500000US31069,31,69,Garden County,53,0,NE,1902,1704.283,1.116011836
0500000US49017,49,17,Garfield County,153,0,UT,5083,5175.121,0.982199257
0500000US30033,30,33,Garfield County,28,0,MT,1290,4675.356,0.275914818
0500000US08045,8,45,Garfield County,2408,1,CO,57302,2947.563,19.44046658
0500000US40047,40,47,Garfield County,1708,0,OK,62267,1058.466,58.82758634
0500000US53023,53,23,Garfield County,44,0,WA,2256,710.686,3.174397695
0500000US31071,31,71,Garfield County,94,0,NE,2035,569.79,3.571491251
0500000US05051,5,51,Garland County,2691,1,AR,97173,677.781,143.3693184
0500000US21079,21,79,Garrard County,214,0,KY,16915,230.077,73.51886542
0500000US24023,24,23,Garrett County,904,0,MD,29889,647.103,46.18893746
0500000US40049,40,49,Garvin County,705,0,OK,27334,802.121,34.07715295
0500000US48169,48,169,Garza County,124,0,TX,6317,893.412,7.070646018
0500000US29073,29,73,Gasconade County,429,0,MO,14901,517.803,28.77735355
0500000US37071,37,71,Gaston County,3892,2,NC,209420,356.027,588.2138152
0500000US37073,37,73,Gates County,120,0,NC,11650,340.445,34.21991805
0500000US20061,20,61,Geary County,574,1,KS,37384,384.618,97.19773906
0500000US39055,39,55,Geauga County,2752,2,OH,93972,400.164,234.8337182
0500000US16045,16,45,Gem County,337,0,ID,16686,560.9,29.74861829
0500000US26049,26,49,Genesee County,7732,7,MI,415376,636.977,652.1051781
0500000US36037,36,37,Genesee County,1343,6,NY,59454,492.936,120.6120064
0500000US01061,1,61,Geneva County,400,0,AL,26727,574.408,46.52964443
0500000US29075,29,75,Gentry County,198,0,MO,6775,491.422,13.78652156
0500000US28039,28,39,George County,310,0,MS,23159,478.708,48.37813448
0500000US45043,45,43,Georgetown County,1760,1,SC,60440,813.547,74.29195855
0500000US47053,47,53,Gibson County,917,1,TN,49457,602.742,82.05334953
0500000US18051,18,51,Gibson County,700,0,IN,33612,487.486,68.9496724
0500000US04007,4,7,Gila County,1012,4,AZ,53053,4757.933,11.15043024
0500000US12041,12,41,Gilchrist County,214,0,FL,16931,349.677,48.41896951
0500000US47055,47,55,Giles County,543,0,TN,28746,610.927,47.0530849
0500000US51071,51,71,Giles County,283,0,VA,16925,355.781,47.57139926
0500000US48171,48,171,Gillespie County,914,0,TX,25357,1058.214,23.96207194
0500000US41021,41,21,Gilliam County,72,0,OR,1947,1204.809,1.616023785
0500000US13123,13,123,Gilmer County,521,0,GA,28579,426.54,67.00192245
0500000US54021,54,21,Gilmer County,127,0,WV,8672,338.503,25.61867989
0500000US08047,8,47,Gilpin County,108,0,CO,5601,149.896,37.36590703
0500000US30035,30,35,Glacier County,248,0,MT,13739,2995.937,4.585877473
0500000US12043,12,43,Glades County,106,0,FL,13345,806.009,16.55688708
0500000US26051,26,51,Gladwin County,394,0,MI,25493,501.779,50.80523497
0500000US13125,13,125,Glascock County,22,0,GA,3102,143.74,21.5806317
0500000US48173,48,173,Glasscock County,23,0,TX,1251,900.218,1.389663393
0500000US06021,6,21,Glenn County,453,0,CA,27940,1313.947,21.2641758
0500000US34015,34,15,Gloucester County,5887,6,NJ,290265,322.005,901.430102
0500000US51073,51,73,Gloucester County,871,0,VA,36834,217.807,169.1130221
0500000US13127,13,127,Glynn County,2424,3,GA,81508,419.753,194.1808635
0500000US26053,26,53,Gogebic County,404,0,MI,15916,1101.849,14.4448105
0500000US30037,30,37,Golden Valley County,16,0,MT,859,1175.342,0.730851105
0500000US38033,38,33,Golden Valley County,79,0,ND,1823,1000.786,1.821568247
0500000US48175,48,175,Goliad County,115,0,TX,7465,852.014,8.761593119
0500000US48177,48,177,Gonzales County,410,0,TX,20312,1066.688,19.04211916
0500000US51075,51,75,Goochland County,628,0,VA,21626,281.415,76.84736066
0500000US27049,27,49,Goodhue County,1321,0,MN,46464,756.838,61.39226624
0500000US16047,16,47,Gooding County,348,1,ID,15080,728.973,20.68663723
0500000US13129,13,129,Gordon County,981,0,GA,55757,355.808,156.7053017
0500000US56015,56,15,Goshen County,347,0,WY,13612,2225.391,6.116677923
0500000US31073,31,73,Gosper County,61,0,NE,1972,458.155,4.304220187
0500000US20063,20,63,Gove County,133,0,KS,2769,1071.665,2.583829835
0500000US40051,40,51,Grady County,1101,0,OK,53685,1100.497,48.78250463
0500000US13131,13,131,Grady County,402,0,GA,25278,454.527,55.61385792
0500000US33009,33,9,Grafton County,2862,24,NH,89629,1708.749,52.45299339
0500000US04009,4,9,Graham County,486,0,AZ,37482,4622.597,8.108429093
0500000US20065,20,65,Graham County,108,0,KS,2593,898.522,2.885850319
0500000US37075,37,75,Graham County,169,0,NC,8736,292.079,29.90971621
0500000US47057,47,57,Grainger County,220,0,TN,22702,280.6,80.90520314
0500000US49019,49,19,Grand County,445,0,UT,9360,3671.543,2.549336886
0500000US08049,8,49,Grand County,795,0,CO,14289,1846.33,7.739136557
0500000US38035,38,35,Grand Forks County,1898,5,ND,69179,1436.376,48.16218038
0500000US50013,50,13,Grand Isle County,180,0,VT,6987,81.811,85.40416325
0500000US26055,26,55,Grand Traverse County,3302,1,MI,89987,464.331,193.799251
0500000US30039,30,39,Granite County,111,0,MT,3138,1727.415,1.816587213
0500000US41023,41,23,Grant County,236,0,OR,7283,4528.541,1.608244245
0500000US35017,35,17,Grant County,617,1,NM,29328,3961.625,7.40302275
0500000US53025,53,25,Grant County,1741,0,WA,91878,2679.513,34.28906671
0500000US38037,38,37,Grant County,73,0,ND,2377,1659.139,1.432670801
0500000US55043,55,43,Grant County,1218,0,WI,51069,1146.849,44.52983784
0500000US40053,40,53,Grant County,123,0,OK,4528,1000.871,4.524059544
0500000US31075,31,75,Grant County,30,0,NE,633,776.224,0.815486251
0500000US46051,46,51,Grant County,279,0,SD,7281,681.458,10.68444424
0500000US05053,5,53,Grant County,273,0,AR,18019,631.809,28.51969503
0500000US20067,20,67,Grant County,228,0,KS,7950,574.8,13.8308977
0500000US27051,27,51,Grant County,213,0,MN,5989,548.16,10.92564215
0500000US54023,54,23,Grant County,243,0,WV,11759,477.373,24.63272954
0500000US18053,18,53,Grant County,1319,3,IN,69126,414.074,166.9411748
0500000US21081,21,81,Grant County,365,0,KY,24753,257.965,95.9548776
0500000US22043,22,43,Grant Parish,171,0,LA,22030,643.026,34.25988996
0500000US37077,37,77,Granville County,832,2,NC,58275,531.57,109.6280828
0500000US26057,26,57,Gratiot County,743,0,MI,41968,568.464,73.82701455
0500000US21083,21,83,Graves County,717,0,KY,37451,551.743,67.87761693
0500000US48179,48,179,Gray County,625,1,TX,23043,925.974,24.88514796
0500000US20069,20,69,Gray County,221,0,KS,6009,868.867,6.915903124
0500000US53027,53,27,Grays Harbor County,1661,0,WA,71078,1902.027,37.36960621
0500000US48181,48,181,Grayson County,2505,0,TX,122353,932.804,131.1668904
0500000US21085,21,85,Grayson County,498,0,KY,25997,496.698,52.33965106
0500000US51077,51,77,Grayson County,166,0,VA,15161,442.175,34.28732968
0500000US20071,20,71,Greeley County,45,0,KS,1290,778.45,1.657139187
0500000US31077,31,77,Greeley County,66,0,NE,2494,569.811,4.376889881
0500000US55045,55,45,Green County,911,0,WI,37090,583.957,63.51495059
0500000US21087,21,87,Green County,163,0,KY,11180,286.034,39.08626247
0500000US55047,55,47,Green Lake County,490,0,WI,18959,349.437,54.25584583
0500000US54025,54,25,Greenbrier County,957,0,WV,35644,1019.569,34.9598703
0500000US28041,28,41,Greene County,122,0,MS,14244,712.755,19.98442663
0500000US29077,29,77,Greene County,8183,7,MO,283870,675.304,420.358831
0500000US36039,36,39,Greene County,1161,1,NY,48455,647.161,74.87317684
0500000US01063,1,63,Greene County,99,0,AL,8744,647.11,13.51238584
0500000US47059,47,59,Greene County,1090,0,TN,68267,622.165,109.7249122
0500000US05055,5,55,Greene County,762,1,AR,43097,577.699,74.60113312
0500000US42059,42,59,Greene County,752,0,PA,37838,575.949,65.69678913
0500000US19073,19,73,Greene County,261,0,IA,9139,569.574,16.0453251
0500000US17061,17,61,Greene County,254,0,IL,13629,543.019,25.09856929
0500000US18055,18,55,Greene County,579,0,IN,32781,542.495,60.42636338
0500000US39057,39,57,Greene County,3014,3,OH,163204,413.729,394.4707768
0500000US13133,13,133,Greene County,419,0,GA,16321,387.435,42.12577594
0500000US37079,37,79,Greene County,245,0,NC,21232,265.928,79.84116001
0500000US51079,51,79,Greene County,322,0,VA,18804,156.246,120.3486809
0500000US04011,4,11,Greenlee County,88,0,AZ,9049,1843.126,4.90959381
0500000US51081,51,81,Greensville County,95,0,VA,11886,295.226,40.26068165
0500000US21089,21,89,Greenup County,521,0,KY,36519,344.397,106.037509
0500000US45045,45,45,Greenville County,12211,88,SC,474266,785.12,604.0681679
0500000US20073,20,73,Greenwood County,189,5,KS,6424,1143.3,5.618822706
0500000US45047,45,47,Greenwood County,1344,2,SC,69723,454.726,153.3296974
0500000US40055,40,55,Greer County,94,0,OK,6171,639.324,9.652382829
0500000US48183,48,183,Gregg County,4090,0,TX,123024,273.303,450.1377592
0500000US46053,46,53,Gregory County,187,0,SD,4242,1014.957,4.179487407
0500000US28043,28,43,Grenada County,543,0,MS,21612,422.107,51.20028808
0500000US38039,38,39,Griggs County,102,0,ND,2296,708.815,3.239209103
0500000US48185,48,185,Grimes County,404,0,TX,26859,787.459,34.10844247
0500000US19075,19,75,Grundy County,308,0,IA,12314,501.858,24.53682117
0500000US29079,29,79,Grundy County,242,0,MO,10355,435.276,23.78950367
0500000US17063,17,63,Grundy County,1071,1,IL,50228,418.043,120.1503195
0500000US47061,47,61,Grundy County,165,0,TN,13498,360.534,37.43891006
0500000US35019,35,19,Guadalupe County,98,0,NM,4551,3030.482,1.501741307
0500000US48187,48,187,Guadalupe County,1875,2,TX,143183,711.3,201.2976241
0500000US39059,39,59,Guernsey County,832,1,OH,39636,522.254,75.89410517
0500000US37081,37,81,Guilford County,13146,29,NC,506610,645.704,784.5855067
0500000US12045,12,45,Gulf County,275,1,FL,15829,564.012,28.06500571
0500000US08051,8,51,Gunnison County,1052,0,CO,15507,3239.1,4.787440956
0500000US19077,19,77,Guthrie County,323,0,IA,10687,590.62,18.09454472
0500000US13135,13,135,Gwinnett County,21512,157,GA,859304,430.383,1996.603026
0500000US46055,46,55,Haakon County,79,0,SD,1894,1810.534,1.046100211
0500000US13137,13,137,Habersham County,798,0,GA,43300,276.74,156.4645516
0500000US02100,2,100,Haines Borough,134,0,AK,2592,2318.6,1.117915984
0500000US48189,48,189,Hale County,714,0,TX,35764,1004.683,35.59729785
0500000US01065,1,65,Hale County,195,0,AL,15406,643.943,23.92447779
0500000US51083,51,83,Halifax County,709,0,VA,35401,817.839,43.28602573
0500000US37083,37,83,Halifax County,991,0,NC,53453,724.086,73.82134166
0500000US48191,48,191,Hall County,74,0,TX,3239,883.492,3.666133932
0500000US31079,31,79,Hall County,1809,0,NE,60720,546.289,111.1499591
0500000US13139,13,139,Hall County,3940,3,GA,187745,392.782,477.9877897
0500000US47063,47,63,Hamblen County,1285,0,TN,63074,161.179,391.3288952
0500000US36041,36,41,Hamilton County,197,0,NY,4773,1717.373,2.779244812
0500000US20075,20,75,Hamilton County,60,0,KS,2609,996.508,2.618142554
0500000US48193,48,193,Hamilton County,209,0,TX,8310,835.914,9.941214048
0500000US19079,19,79,Hamilton County,382,0,IA,15312,576.751,26.5487186
0500000US31081,31,81,Hamilton County,292,0,NE,9112,542.878,16.78461828
0500000US47065,47,65,Hamilton County,8677,90,TN,348673,542.431,642.796964
0500000US12047,12,47,Hamilton County,166,0,FL,14354,513.79,27.93748419
0500000US17065,17,65,Hamilton County,194,0,IL,8368,434.665,19.25160756
0500000US39061,39,61,Hamilton County,20799,245,OH,804520,405.91,1982.015718
0500000US18057,18,57,Hamilton County,8063,63,IN,296693,394.267,752.5179637
0500000US46057,46,57,Hamlin County,176,0,SD,5961,507.231,11.75204197
0500000US25013,25,13,Hampden County,9644,12,MA,467319,617.14,757.2333668
0500000US54027,54,27,Hampshire County,335,0,WV,23445,640.249,36.61856559
0500000US25015,25,15,Hampshire County,3555,16,MA,159596,527.255,302.6922457
0500000US51650,51,650,Hampton city,2370,4,VA,136699,51.413,2658.841149
0500000US45049,45,49,Hampton County,340,0,SC,20408,559.896,36.44962636
0500000US23009,23,9,Hancock County,2189,10,ME,54845,1586.893,34.56124641
0500000US17067,17,67,Hancock County,378,8,IL,18618,793.726,23.45645727
0500000US19081,19,81,Hancock County,309,0,IA,11094,571.005,19.42890167
0500000US39063,39,63,Hancock County,1697,3,OH,75773,531.358,142.6025392
0500000US28045,28,45,Hancock County,683,0,MS,45566,473.748,96.18193639
0500000US13141,13,141,Hancock County,73,0,GA,8879,471.841,18.81777972
0500000US18059,18,59,Hancock County,1328,1,IN,71575,306.016,233.8929991
0500000US47067,47,67,Hancock County,47,0,TN,6679,222.34,30.03957902
0500000US21091,21,91,Hancock County,125,0,KY,8687,187.652,46.29313836
0500000US54029,54,29,Hancock County,577,0,WV,30291,82.609,366.6791754
0500000US46059,46,59,Hand County,125,0,SD,3391,1436.613,2.360412999
0500000US51085,51,85,Hanover County,3071,4,VA,101330,468.536,216.2694009
0500000US48195,48,195,Hansford County,154,0,TX,5555,919.81,6.039290723
0500000US46061,46,61,Hanson County,68,0,SD,3405,434.513,7.836359326
0500000US13143,13,143,Haralson County,441,0,GA,28495,282.165,100.9870111
0500000US12049,12,49,Hardee County,380,0,FL,27519,637.783,43.14790454
0500000US48197,48,197,Hardeman County,84,0,TX,4016,695.114,5.777469595
0500000US47069,47,69,Hardeman County,366,0,TN,26306,667.768,39.39392124
0500000US48199,48,199,Hardin County,805,1,TX,55417,890.567,62.22664887
0500000US21093,21,93,Hardin County,2302,1,KY,108191,623.278,173.5838582
0500000US47071,47,71,Hardin County,499,0,TN,26034,577.318,45.09473115
0500000US19083,19,83,Hardin County,565,0,IA,17441,569.307,30.63549192
0500000US39065,39,65,Hardin County,457,0,OH,31641,470.405,67.26331565
0500000US17069,17,69,Hardin County,65,0,IL,4181,177.528,23.55121446
0500000US46063,46,63,Harding County,42,0,SD,1262,2671.375,0.472415891
0500000US35021,35,21,Harding County,9,0,NM,693,2125.442,0.326049829
0500000US54031,54,31,Hardy County,250,0,WV,13920,582.312,23.90471088
0500000US24025,24,25,Harford County,5313,6,MD,249215,437.089,570.1699196
0500000US31083,31,83,Harlan County,103,0,NE,3513,553.466,6.347273365
0500000US21095,21,95,Harlan County,457,0,KY,28499,465.828,61.17923354
0500000US40057,40,57,Harmon County,52,0,OK,2869,537.194,5.3407149
0500000US37085,37,85,Harnett County,1605,3,NC,124987,594.987,210.0667746
0500000US41025,41,25,Harney County,185,0,OR,7146,10133.17,0.705208735
0500000US40059,40,59,Harper County,103,0,OK,3813,1039.017,3.669814835
0500000US20077,20,77,Harper County,218,0,KS,5860,801.269,7.313399121
0500000US48201,48,201,Harris County,95012,570,TX,4336853,1703.478,2545.881426
0500000US13145,13,145,Harris County,375,0,GA,32663,463.869,70.41427644
